"ACTIVITY_KEY"	"ACTIVITYALT_KEY"	"ACTIVITYNAME"	"ACTIVITYSHORTNAME"	"ACTIVITYSHORTNAMEENUM"	"ACTIVITYGROUP"	"ACTIVITYSUBGROUP"	"ACTIVITYSEGMENT"	"ACTIVITYVALIDCODE"	"INDUSTRYALT_KEY"	"BSR1ACODE"	"BSR1BCODE"	"FOODPRO"	"ACTIVITYLBRCODE"	"ASSETCLASS"	"BSR3CODE"	"CIBIL_CONSUMERACTYPE"	"COMODITYCODE"	"SECTORLBRCODE"	"SICKINDUSTRYCODE"	"SICKSSIINDALT_KEY"	"ASSETCLASSNORM"	"OTHERASSETS"	"MINORACTIVITY"	"SHGACTIVITY"	"PROD"	"INV"	"NF"	"ACT_TYPE"	"LBRGROUP"	"LBRSUBGROUP"	"LBRCODE"	"ACT_PH"	"CIBILBUSINESSINDUSTRYTYPE"	"SICCODE"	"ACTIVITYSUBGROUPDESCRIPTION"	"INTREST_FREQ"	"SRCSYSACTIVITYCODE"	"SRCSYSACTIVITYCODE1"	"SRCSYSACTIVITYNAME"	"SRCSYSACTIVITYNAME1"	"DESTSYSACTIVITYCODE"	"AUTHORISATIONSTATUS"	"EFFECTIVEFROMTIMEKEY"	"EFFECTIVETOTIMEKEY"	"CREATEDBY"	"DATECREATED"	"MODIFIEDBY"	"DATEMODIFIE"	"APPROVEDBY"	"DATEAPPROVED"	"D2KTIMESTAMP"	"VCI"	"IRBMARK"	"EWSINDUSTRYALT_KEY"	"BSEINDUSTRYALT_KEY"	"EWSKEYSECTORALT_KEY"	"NEWACTIVITYSEGMENT"	"ALLIED_AGR"
1144	7156	"CERAMIC TABLE/ KITCHENWARE"	"CERAMIC-TABLE-KITCHN"	"CERAMIC-TABLE-KITCHN"	"MANUFACTURING"	"GLASS"	" "	"N"	31	"26901"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"GLASS INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1905	""	""				" "	"N"
316	3031	"TRAILERS"	"TRAILERS"	"TRAILERS"	"SERVICES"	"ROAD-TPT"	" "	"Y"		"60204"	"600"		""	"NORMAL"	""	"54"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"ROAD TRANSPORT"	""	"3031"	""	"TRAILERS"	""	""	""	1400	49999	""		""		""		00000000000F1906	""	""				" "	"N"
1146	7205	"MANU. OF CEMENT"	"MANU-CEMENT"	"MANU-CEMENT"	"MANUFACTURING"	"CEMENT"	" "	"Y"	24	"26902"	"300"		""	"NORMAL"	""	"51"	"999"	""	""	40	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"CEMENT INDUSTRIES"	""	"7205"	""	"MNFG. OF CEMENT"	""	""	""	1400	49999	""		""		""		00000000000F1907	""	""				" "	"N"
318	3033	"BULK CARRIER FOR HAZARDOUS CHEMICALS"	"BLK-CARR-HZRDS-CHEM"	"BLK-CARR-HZRDS-CHEM"	"SERVICES"	"ROAD-TPT"	" "	"N"		"60204"	"600"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"ROAD TRANSPORT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1908	""	""				" "	"N"
1148	7211	"MANU. OF CEMENT-MINI PLANTS"	"MANU-CEMENT-MINI"	"MANU-CEMENT-MINI"	"MANUFACTURING"	"CEMENT"	" "	"N"	24	"26902"	"300"		""	"NORMAL"	""	""	"999"	""	""	40	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CEMENT INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1909	""	""				" "	"N"
320	3039	"CABLE TROLLEYS"	"CABLE-TROLLEYS"	"CABLE-TROLLEYS"	"SERVICES"	"ROAD-TPT"	" "	"N"		"60201"	"600"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"ROAD TRANSPORT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F190A	""	""				" "	"N"
1169	7322	"PESTICIDES, INSECTICIDES. , HERBICIDES. (MULTI)"	"PESTI-INSEC-MULTI"	"PESTI-INSEC-MULTI"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	23	"24201"	"299"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F190B	""	""				" "	"N"
322	3045	"FREIGHT MOTOR TRNSPORT"	"FRGHT-MOTOR-TPT"	"FRGHT-MOTOR-TPT"	"SERVICES"	"ROAD-TPT"	" "	"N"		"60204"	"600"		""	"NORMAL"	""	""	"999"	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"ROAD TRANSPORT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F190C	""	""				" "	"N"
1559	9065	"OTHER FINANCIAL INTERMEDIARIES"	"OTH FI"	"OTH FI"	"OTHERS"	"FDB"	"OTH-FIN"	"N"		"65939"	"800"		""	"NORMAL"	""	""	"999"	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"11"	""	"FINANCIAL & DEVELOPMENT BOARDS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1889	""	""				" "	"N"
855	6045	"MINING OF FERTILIZERS & CHEMICALS"	"MINING-FERTI-CHEM"	"MINING-FERTI-CHEM"	"MANUFACTURING"	"MINING"	" "	"N"	2	"14101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F188A	""	""				" "	"N"
868	6067	"MINING OF BARITES"	"MINING-BARITES"	"MINING-BARITES"	"MANUFACTURING"	"MINING"	" "	"N"	2	"14101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F188B	""	""				" "	"N"
3004	9068	"FIN FOR HIRE?PURCHASE FOR DISTRI. AGRIL MACHINERY AND IMPLEMENTS"	"HP AGR MACH IMP"	"HP AGR MACH IMP"	"OTHERS"	"NBFC"	" "	"N"		"65929"	"800"		""	"NORMAL"	""	""	"999"	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"NON BANKING FINANCIAL CORPORATIONS"	""	""	""	""	""	""	""	3319	49999	""		"D2K"		""		00000000000F188C	""	""				" "	"N"
1561	9070	"SHARE BROKERS"	"SHARE BROKER"	"SHARE BROKER"	"OTHERS"	"FDB"	"OTH-FIN"	"N"		"67105"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"11"	""	"FINANCIAL & DEVELOPMENT BOARDS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F188D	""	""				" "	"N"
1565	9072	"MERCHANT BANKING/FINANCIAL SERVICES"	"MERCHANT BANK"	"MERCHANT BANK"	"OTHERS"	"FDB"	"OTH-FIN"	"N"		"67104"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"FINANCIAL & DEVELOPMENT BOARDS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F188E	""	""				" "	"N"
870	6076	"ON SHORE EXTRACTION OF PETRO. & NATURAL GAS"	"ON-SHORE-EXTRACTION"	"ON-SHORE-EXTRACTION"	"MANUFACTURING"	"MINING"	" "	"N"	2	"11101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F188F	""	""				" "	"N"
1567	9074	"CHIT FUND/ SAVINGS & LOAN COMPANIES"	"CHIT FUND"	"CHIT FUND"	"OTHERS"	"NBFC"	" "	"N"		"65933"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"NON BANKING FINANCIAL CORPORATIONS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1890	""	""				" "	"N"
872	6078	"SERV INCIDENTAL TO OIL EXTRACTION"	""	""	"MANUFACTURING"	"MINING"	" "	"N"	2	"11201"	"340"		""	"NORMAL"	""	""	""	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1891	""	""				" "	"N"
1569	9076	"AUTO FINANCE COMPANIES"	"AUTO FIN CO"	"AUTO FIN CO"	"OTHERS"	"NBFC"	" "	"N"		"65929"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"11"	""	"NON BANKING FINANCIAL CORPORATIONS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1892	""	""				" "	"N"
874	6081	"MINING/ QUARRYING OF MARBLE STONE"	"MINING-QRYNG-MARBLE"	"MINING-QRYNG-MARBLE"	"MANUFACTURING"	"MINING"	" "	"N"	2	"14101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1893	""	""				" "	"N"
1571	9078	"INVESTMENT FINANCE COMPANY ? INDIAN"	"INV FIN CO - IND"	"INV FIN CO - IND"	"OTHERS"	"NBFC"	" "	"N"		"65929"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"NON BANKING FINANCIAL CORPORATIONS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1894	""	""				" "	"N"
876	6083	"MINING/ QUARRYING OF SLATE STONE"	"MINING-QRYNG-SLATE"	"MINING-QRYNG-SLATE"	"MANUFACTURING"	"MINING"	" "	"N"	2	"14101"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"MINING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1895	""	""				" "	"N"
1573	9080	"ANY OTHER FINANCIAL COMPANY"	"OTH FINCO EX HSG FIN"	"OTH FINCO EX HSG FIN"	"OTHERS"	"NBFC"	" "	"N"		"65929"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"NON BANKING FINANCIAL CORPORATIONS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1896	""	""				" "	"N"
1597	9265	"MORTGAGE LOAN TO STAFF"	"MGAGE-STF"	"MGAGE-STF"	"OTHERS"	"STAFF"	" "	"N"		"95009"	"869"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"STAFF LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1897	""	""				" "	"N"
886	6110	"MUTTON - SLAUGHTERING, PREPARATION"	"MUTTON-SLAUGHTERING"	"MUTTON-SLAUGHTERING"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15101"	"209"		""	"NORMAL"	""	""	"002"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1898	"Y"	""				"AGRI-Ancillary "	"N"
1599	9275	"STAFF- EDUCATION LOANS"	"EDU-STF"	"EDU-STF"	"OTHERS"	"STAFF"	" "	"Y"		"95004"	"864"		""	"NORMAL"	""	"08"	"999"	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"STAFF LOANS"	""	"9275"	""	"STAFF- EDUCATION LOANS"	""	""	""	1400	49999	""		""		""		00000000000F1899	""	""				" "	"N"
888	6112	"PORK - SLAUGHTERING,PREPARATION(BACON PROCESSING)"	"PORK-SLAUGTRNG"	"PORK-SLAUGTRNG"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15101"	"209"		""	"NORMAL"	""	""	"002"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F189A	"Y"	""				"AGRI-Ancillary "	"N"
3043	9285	"STAFF LOANS ? FOR KITCHEN GARDENING"	"STAFF-LOAN-KIT-GRDNG"	"STAFF-LOAN-KIT-GRDNG"	"OTHERS"	"STAFF"	" "	"N"		"95009"	""		""	""	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"STAFF LOANS"	""	""	""	""	""	""	""	3287	49999	"D2K"	11-MAR-14	"D2K"		""		00000000000F189B	""	""				" "	"N"
890	6114	"PRESERVATION OF MEAT EXCEPT BY  CANNING"	"PRESERV-MEAT-CANING"	"PRESERV-MEAT-CANING"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15101"	"209"		""	"NORMAL"	""	""	"002"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F189C	"Y"	""				"AGRI-Ancillary "	"N"
1604	9301	"VEHICLES ? TWO WHEELER"	"VECHL 2W"	"VECHL 2W"	"OTHERS"	"RETAIL"	" "	"Y"		"95012"	"872"		""	"NORMAL"	""	"13"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"11"	""	"RETAIL LOANS"	""	"9301"	""	"VEHICLES . TWO WHEELER"	""	""	""	1400	49999	""		""		""		00000000000F189D	""	""				" "	"N"
892	6116	"RENDERING AND REFINING OF LARD AND OTHER EDIB"	"RENDRNG-REFING-LARD"	"RENDRNG-REFING-LARD"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15101"	"209"		""	"NORMAL"	""	""	"999"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F189E	"Y"	""				"AGRI-Ancillary "	"N"
1055	6622	"MANUFACTURE  OF PAPER  HOOPS  AND  CONES"	"MANU-PAPER-HOOPS"	"MANU-PAPER-HOOPS"	"MANUFACTURING"	"PAPER"	" "	"N"	18	"21003"	"270"		""	"NORMAL"	""	""	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F189F	""	""				" "	"N"
894	6118	"MEAT SLAUGHTRING / PRESRV"	""	""	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15101"	"209"		""	"NORMAL"	""	""	""	""	""	85	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A0	""	""				" "	"N"
1057	6625	"MANUFACTURE  OF DOLLS  FROM  PULP"	"MANU-DOLL-FROM-PULP"	"MANU-DOLL-FROM-PULP"	"MANUFACTURING"	"PAPER"	" "	"N"	18	"21003"	"270"		""	"NORMAL"	""	""	"604"	""	""	30	"NONAGRI"	"E"	"E"	"C"	"C"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A1	""	""				" "	"N"
895	6120	"MANUFACTURE OF VEGETABLE   OILS AND FATS  ( EX"	"MANU-VEG-OIL-FATS"	"MANU-VEG-OIL-FATS"	"MANUFACTURING"	"FOOD"	" "	"N"	16	"15104"	"202"		""	"NORMAL"	""	""	"999"	""	""	65	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A2	"Y"	""				"AGRI-Ancillary "	"N"
1059	6631	"MANUFACTURE  OF FILE   COVER / FILE  BOARDS"	"MANU-FILE-COVR-BOARD"	"MANU-FILE-COVR-BOARD"	"MANUFACTURING"	"PAPER"	" "	"Y"	18	"21003"	"270"		""	"NORMAL"	""	"00"	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	"6631"	""	"MNFG.- FILE   COVER / FILE  BOARDS"	""	""	""	1400	49999	""		""		""		00000000000F18A3	""	""				" "	"N"
897	6122	"MANUFACTURE OF ANIMAL   OILS AND FATS  - GHEE"	"MANU-ANIMAL-OIL-FAT"	"MANU-ANIMAL-OIL-FAT"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15104"	"202"		""	"NORMAL"	""	""	"999"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A4	"Y"	""				"AGRI-Ancillary "	"N"
2326	6656	"BOOKS - OTHER"	"BOOK-OTHER"	"BOOK-OTHER"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A5	""	""				" "	"N"
2328	6658	"MAGAZINES"	"MAGAZINE"	"MAGAZINE"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A6	""	""				" "	"N"
2330	6662	"PRINTING & PUBLISHING AS INTEGRATED UNIT"	"PRINTING-PUB-MNF"	"PRINTING-PUB-MNF"	"MANUFACTURING"	"PUBLISH"	" "	"Y"	18	"22101"	"280"		""	"NORMAL"	""	"00"	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	"6662"	""	"MNFG.-PRINTING and PUBLISHING AS INTEGRATED UNIT"	""	""	""	1400	49999	""		""		""		00000000000F18A7	""	""				" "	"N"
2332	6666	"MAPS & GLOVES"	"MAP-GLOVE"	"MAP-GLOVE"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18A8	""	""				" "	"N"
2509	6124	"GRADING-SORTING PROCESSING OF AGRI PRODUCE"	"GRADING-STORING-PROD"	"GRADING-STORING-PROD"	"MANUFACTURING"	"FOOD"	" "	"Y"	15	"15301"	"201"		""	"NORMAL"	""	"51"	"999"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	"6124"	""	"GRADING-SORTING PROCESSING OF AGRI PRODUCE"	""	""	""	3319	49999	""	30-JUL-13	""		""		00000000000F18A9	""	""				"AGRI-Ancillary "	"N"
1062	6634	"GREETING CARDS"	"GREETING-CARD"	"GREETING-CARD"	"MANUFACTURING"	"PAPER"	" "	"Y"	18	"21003"	"270"		""	"NORMAL"	""	"00"	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	"6634"	""	"MNFG.-GREETING CARDS"	""	""	""	1400	49999	""		""		""		00000000000F18AA	""	""				" "	"N"
2323	6653	"BOOKS ? HIGHER EDUCATION"	"BOOK-HIGHER-EDU"	"BOOK-HIGHER-EDU"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18AB	""	""				" "	"N"
2325	6655	"BOOKS - LITERATURE"	"BOOK-LITERATURE"	"BOOK-LITERATURE"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18AC	""	""				" "	"N"
1077	6722	"MANU. OF LEATHER FOOTWEAR"	"MANU-LATHER-FOOTWEAR"	"MANU-LATHER-FOOTWEAR"	"MANUFACTURING"	"LEATHER"	" "	"Y"	25	"19201"	"220"		""	"NORMAL"	""	"00"	"804"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	"6722"	""	"MNFG. OF LEATHER FOOTWEAR"	""	""	""	1400	49999	""		""		""		00000000000F18AD	""	""				" "	"N"
1079	6799	"MANUF OF ANY OTHER LEATHER PRODUCT"	"MANU-OTH-LATHR-PROD"	"MANU-OTH-LATHR-PROD"	"MANUFACTURING"	"LEATHER"	" "	"Y"	25	"19102"	"220"		""	"NORMAL"	""	"00"	"601"	""	""	75	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"LEATHER INDUSTRIES"	""	"6799"	""	"MANUF OF ANY OTHER LEATHER PRODUCT"	""	""	""	1400	49999	""		""		""		00000000000F18AE	""	""				" "	"N"
1970	6809	"MANU. OF RUBBER TUBES & ACCESSORIES"	"MANU-RUBBER-TUBE"	"MANU-RUBBER-TUBE"	"MANUFACTURING"	"RUBBER"	" "	"N"	19	"25101"	"240"		""	"NORMAL"	""	""	"602"	""	""	35	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"01"	""	"RUBBER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18AF	""	""				" "	"N"
1082	6811	"MANUFACTURE OF TYRE AND TUBES FOR MOTOR VEHICLE"	"MANU-TYRE-TUBE-VEHI"	"MANU-TYRE-TUBE-VEHI"	"MANUFACTURING"	"RUBBER"	" "	"N"	19	"25101"	"240"		""	"NORMAL"	""	""	"602"	""	""	35	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"01"	""	"RUBBER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18B0	""	""				" "	"N"
1084	6813	"MANUFACTURE OF TYRE  & TUBES FOR CYCLES"	"MANU-TYRE-TUBE-CYCLE"	"MANU-TYRE-TUBE-CYCLE"	"MANUFACTURING"	"RUBBER"	" "	"N"	19	"25101"	"240"		""	"NORMAL"	""	""	"602"	""	""	35	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"01"	""	"RUBBER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18B1	""	""				" "	"N"
1086	6815	"MANU. OF RUBBER FOOTWEAR"	"MANU-RUBBER-FOOTWEAR"	"MANU-RUBBER-FOOTWEAR"	"MANUFACTURING"	"RUBBER"	" "	"N"	19	"19202"	"240"		""	"NORMAL"	""	""	"602"	""	""	35	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"RUBBER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18B2	""	""				" "	"N"
1088	6817	"MANUFACTURE OF RUBBER PLATES, SHEETS"	"MANU-RUBBER-PLATE"	"MANU-RUBBER-PLATE"	"MANUFACTURING"	"RUBBER"	" "	"N"	19	"25102"	"240"		""	"NORMAL"	""	""	"602"	""	""	35	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"RUBBER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18B3	""	""				" "	"N"
