"IDENTITYKEY"	"USERID"	"DESCRIPTION"	"MODE_"	"STARTTIME"	"ENDTIME"	"TIMETAKEN_SEC"	"TIMEKEY"	"SETID"	"PROC_LOC"	"STATUSFLAG"
13027	"DM762"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.07.15.990000000 PM	14-OCT-24 07.07.21.227000000 PM	6	27286	23	""	""
13028	"DM762"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	14-OCT-24 07.07.21.230000000 PM	14-OCT-24 07.07.28.177000000 PM	7	27286	23	""	""
13029	"DM762"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	14-OCT-24 07.07.28.177000000 PM	14-OCT-24 07.07.29.027000000 PM	1	27286	23	""	""
13030	"DM762"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.07.29.027000000 PM	14-OCT-24 07.07.29.043000000 PM	0	27286	23	""	""
13031	"DM762"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	14-OCT-24 07.07.29.043000000 PM	14-OCT-24 07.07.38.637000000 PM	9	27286	23	""	""
13032	"DM762"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	14-OCT-24 07.07.38.637000000 PM	14-OCT-24 07.07.42.780000000 PM	4	27286	23	""	""
13033	"DM762"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	14-OCT-24 07.07.43.080000000 PM	14-OCT-24 07.07.45.620000000 PM	2	27286	23	""	""
13034	"DM762"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	14-OCT-24 07.07.45.620000000 PM	14-OCT-24 07.07.51.543000000 PM	6	27286	23	""	""
13035	"DM762"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	14-OCT-24 07.07.51.543000000 PM	14-OCT-24 07.07.51.543000000 PM	0	27286	23	""	""
13036	"DM762"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	14-OCT-24 07.07.51.543000000 PM	14-OCT-24 07.07.51.543000000 PM	0	27286	23	""	""
13037	"DM762"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	14-OCT-24 07.07.51.543000000 PM	14-OCT-24 07.07.53.637000000 PM	2	27286	23	""	""
13038	"DM762"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	14-OCT-24 07.07.53.637000000 PM	14-OCT-24 07.07.54.700000000 PM	1	27286	23	""	""
13039	"DM762"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	14-OCT-24 07.07.54.700000000 PM	14-OCT-24 07.07.55.697000000 PM	1	27286	23	""	""
13040	"DM762"	"marking  always NPA account table level"	"COMPLETE"	14-OCT-24 07.07.55.697000000 PM	14-OCT-24 07.07.56.370000000 PM	1	27286	23	""	""
13041	"DM762"	"marking  always STD CUSTOMER  level"	"COMPLETE"	14-OCT-24 07.07.56.370000000 PM	14-OCT-24 07.07.56.693000000 PM	0	27286	23	""	""
13042	"DM762"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	14-OCT-24 07.07.56.693000000 PM	14-OCT-24 07.07.56.790000000 PM	0	27286	23	""	""
13043	"DM762"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	14-OCT-24 07.07.56.790000000 PM	14-OCT-24 07.07.56.947000000 PM	0	27286	23	""	""
13044	"DM762"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	14-OCT-24 07.07.56.947000000 PM	14-OCT-24 07.07.57.093000000 PM	1	27286	23	""	""
13045	"DM762"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	14-OCT-24 07.07.57.093000000 PM	14-OCT-24 07.08.01.610000000 PM	4	27286	23	""	""
13046	"DM762"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	14-OCT-24 07.08.01.610000000 PM	14-OCT-24 07.08.04.320000000 PM	3	27286	23	""	""
13047	"DM762"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	14-OCT-24 07.08.04.320000000 PM	14-OCT-24 07.08.05.247000000 PM	1	27286	23	""	""
13048	"DM762"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	14-OCT-24 07.08.05.247000000 PM	14-OCT-24 07.08.10.563000000 PM	5	27286	23	""	""
13049	"DM762"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	14-OCT-24 07.08.10.563000000 PM	14-OCT-24 07.08.10.893000000 PM	0	27286	23	""	""
13050	"DM762"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	14-OCT-24 07.08.10.893000000 PM	14-OCT-24 07.08.11.493000000 PM	1	27286	23	""	""
13051	"DM762"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	14-OCT-24 07.08.11.493000000 PM			27286	23	""	""
13052	"DM762"	"update FlgAbinitio MARK at account level"	"COMPLETE"	14-OCT-24 07.08.11.623000000 PM	14-OCT-24 07.08.11.677000000 PM	0	27286	23	""	""
13053	"DM762"	"update FlgFITL MARK at account level"	"COMPLETE"	14-OCT-24 07.08.11.677000000 PM	14-OCT-24 07.08.11.743000000 PM	0	27286	23	""	""
13054	"DM762"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	14-OCT-24 07.08.11.743000000 PM	14-OCT-24 07.08.12.180000000 PM	1	27286	23	""	""
13055	"DM762"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	14-OCT-24 07.08.12.180000000 PM	14-OCT-24 07.08.12.417000000 PM	0	27286	23	""	""
13056	"DM762"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	14-OCT-24 07.08.12.420000000 PM	14-OCT-24 07.08.12.653000000 PM	0	27286	23	""	""
13057	"DM762"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	14-OCT-24 07.08.12.653000000 PM	14-OCT-24 07.08.12.893000000 PM	0	27286	23	""	""
13058	"DM762"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	14-OCT-24 07.08.12.893000000 PM	14-OCT-24 07.08.13.043000000 PM	1	27286	23	""	""
13059	"DM762"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	14-OCT-24 07.08.13.043000000 PM	14-OCT-24 07.08.21.353000000 PM	8	27286	23	""	""
13060	"DM762"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.21.353000000 PM	14-OCT-24 07.08.22.320000000 PM	1	27286	23	""	""
13061	"DM762"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	14-OCT-24 07.08.22.320000000 PM	14-OCT-24 07.08.22.320000000 PM	0	27286	23	""	""
13062	"DM762"	"Stock statement date Data Preperation"	"COMPLETE"	14-OCT-24 07.08.22.320000000 PM	14-OCT-24 07.08.22.367000000 PM	0	27286	23	""	""
13063	"DM762"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.22.370000000 PM	14-OCT-24 07.08.22.557000000 PM	0	27286	23	""	""
13064	"DM762"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.22.557000000 PM	14-OCT-24 07.08.22.893000000 PM	0	27286	23	""	""
13065	"DM762"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.22.893000000 PM	14-OCT-24 07.08.23.183000000 PM	1	27286	23	""	""
13066	"DM762"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	14-OCT-24 07.08.23.183000000 PM	14-OCT-24 07.08.23.333000000 PM	0	27286	23	""	""
13067	"DM762"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	14-OCT-24 07.08.23.333000000 PM	14-OCT-24 07.08.23.333000000 PM	0	27286	23	""	""
13068	"DM762"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.333000000 PM	14-OCT-24 07.08.23.390000000 PM	0	27286	23	""	""
13069	"DM762"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	14-OCT-24 07.08.23.390000000 PM	14-OCT-24 07.08.23.587000000 PM	0	27286	23	""	""
13070	"DM762"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.587000000 PM	14-OCT-24 07.08.23.610000000 PM	0	27286	23	""	""
13071	"DM762"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.610000000 PM	14-OCT-24 07.08.23.630000000 PM	0	27286	23	""	""
13072	"DM762"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.630000000 PM	14-OCT-24 07.08.23.647000000 PM	0	27286	23	""	""
13073	"DM762"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.647000000 PM	14-OCT-24 07.08.23.693000000 PM	0	27286	23	""	""
13074	"DM762"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.693000000 PM	14-OCT-24 07.08.23.740000000 PM	0	27286	23	""	""
13075	"DM762"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.23.740000000 PM	14-OCT-24 07.08.24.037000000 PM	1	27286	23	""	""
13076	"DM762"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.24.037000000 PM	14-OCT-24 07.08.24.287000000 PM	0	27286	23	""	""
13077	"DM762"	"UPDATE SARFAESI ACCOUNT MARKING IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.24.287000000 PM	14-OCT-24 07.08.24.580000000 PM	0	27286	23	""	""
13078	"DM762"	"UPDATE RC-Pending MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.24.580000000 PM	14-OCT-24 07.08.24.633000000 PM	0	27286	23	""	""
13079	"DM762"	"UPDATE Written-Off Accounts MARKING IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.24.633000000 PM	14-OCT-24 07.08.24.993000000 PM	0	27286	23	""	""
13080	"DM762"	"UPDATE CONDI_STD IN ##ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.08.24.993000000 PM	14-OCT-24 07.08.25.763000000 PM	1	27286	23	""	""
13081	"DM762"	"UPDATE Last Credit Date"	"COMPLETE"	14-OCT-24 07.08.25.763000000 PM	14-OCT-24 07.08.26.683000000 PM	1	27286	23	""	""
13082	"DM762"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	14-OCT-24 07.08.26.683000000 PM	14-OCT-24 07.08.26.683000000 PM	0	27286	23	""	""
13083	"DM762"	"MOC UPDATES AUTO AND MANUAL"	"COMPLETE"	14-OCT-24 07.08.29.950000000 PM	14-OCT-24 07.08.33.060000000 PM	4	27286	23	""	""
13084	"DM762"	"CoBorrower"	"COMPLETE"	14-OCT-24 07.08.33.060000000 PM	14-OCT-24 07.08.33.297000000 PM	0	27286	23	""	""
13085	"DM762"	"Reference_Period_Calculation"	"COMPLETE"	14-OCT-24 07.08.33.637000000 PM	14-OCT-24 07.08.52.383000000 PM	19	27286	24	""	""
13086	"DM762"	"DPD_Calculation"	"COMPLETE"	14-OCT-24 07.08.52.383000000 PM	14-OCT-24 07.08.58.600000000 PM	6	27286	24	""	""
13087	"DM762"	"Marking_InMonthMark_Customer_Account_level"	"COMPLETE"	14-OCT-24 07.08.58.603000000 PM	14-OCT-24 07.09.00.603000000 PM	2	27286	24	""	""
13088	"DM762"	"Marking_FlgDeg_Degreason"	"COMPLETE"	14-OCT-24 07.09.00.603000000 PM	14-OCT-24 07.09.05.373000000 PM	5	27286	24	""	""
13089	"DM762"	"MaxDPD_ReferencePeriod_Calculation"	"COMPLETE"	14-OCT-24 07.09.05.373000000 PM	14-OCT-24 07.09.10.257000000 PM	5	27286	24	""	""
13090	"DM762"	"NPA_Date_Calculation"	"COMPLETE"	14-OCT-24 07.09.10.257000000 PM	14-OCT-24 07.09.12.023000000 PM	2	27286	24	""	""
13091	"DM762"	"Update_AssetClass"	"COMPLETE"	14-OCT-24 07.09.12.023000000 PM	14-OCT-24 07.09.34.920000000 PM	22	27286	24	""	""
13092	"DM762"	"NPA_Erosion_Aging"	"COMPLETE"	14-OCT-24 07.09.34.920000000 PM	14-OCT-24 07.09.36.660000000 PM	2	27286	24	""	""
13093	"DM762"	"Final_AssetClass_Npadate"	"COMPLETE"	14-OCT-24 07.09.36.663000000 PM	14-OCT-24 07.09.43.963000000 PM	7	27286	24	""	""
13094	"DM762"	"Upgrade_Customer_Account"	"COMPLETE"	14-OCT-24 07.09.43.963000000 PM	14-OCT-24 07.09.53.003000000 PM	10	27286	24	""	""
13095	"DM762"	"SMA_MARKING"	"COMPLETE"	14-OCT-24 07.09.53.003000000 PM	14-OCT-24 07.10.06.710000000 PM	13	27286	24	""	""
13096	"DM762"	"Marking_FlgPNPA"	"COMPLETE"	14-OCT-24 07.10.06.710000000 PM	14-OCT-24 07.10.11.490000000 PM	5	27286	24	""	""
13097	"DM762"	"Marking_NPA_Reason_NPAAccount"	"COMPLETE"	14-OCT-24 07.10.11.490000000 PM	14-OCT-24 07.10.19.060000000 PM	8	27286	24	""	""
13098	"DM762"	"UpdateProvisionKey_AccountWise"	"COMPLETE"	14-OCT-24 07.10.19.060000000 PM	14-OCT-24 07.10.24.753000000 PM	5	27286	24	""	""
13099	"DM762"	"UpdateNetBalance_AccountWise"	"COMPLETE"	14-OCT-24 07.10.24.753000000 PM	14-OCT-24 07.10.26.940000000 PM	2	27286	24	""	""
13100	"DM762"	"GovtGuarAppropriation"	"COMPLETE"	14-OCT-24 07.10.26.940000000 PM	14-OCT-24 07.10.30.730000000 PM	4	27286	24	""	""
13101	"DM762"	"SecurityAppropriation"	"COMPLETE"	14-OCT-24 07.10.30.730000000 PM	14-OCT-24 07.10.35.477000000 PM	5	27286	24	""	""
13102	"DM762"	"UpdateUsedRV"	"COMPLETE"	14-OCT-24 07.10.35.477000000 PM	14-OCT-24 07.10.38.167000000 PM	3	27286	24	""	""
13103	"DM762"	"ProvisionComputationSecured"	"COMPLETE"	14-OCT-24 07.10.38.167000000 PM	14-OCT-24 07.10.46.443000000 PM	8	27286	24	""	""
13104	"DM762"	"GovtGurCoverAmount"	"COMPLETE"	14-OCT-24 07.10.46.443000000 PM	14-OCT-24 07.10.48.320000000 PM	2	27286	24	""	""
13105	"DM762"	"UpdationProvisionComputationUnSecured"	"COMPLETE"	14-OCT-24 07.10.48.320000000 PM	14-OCT-24 07.10.58.430000000 PM	10	27286	24	""	""
13106	"DM762"	"UpdationTotalProvision"	"COMPLETE"	14-OCT-24 07.10.58.430000000 PM	14-OCT-24 07.11.09.853000000 PM	11	27286	24	""	""
13107	"DM762"	"Global table to Main Table"	"COMPLETE"	14-OCT-24 07.11.09.877000000 PM	14-OCT-24 07.11.21.600000000 PM	12	27286	25	""	""
13108	"DM762"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 09.44.01.313000000 PM	14-OCT-24 09.44.01.327000000 PM	0	27210	7	""	""
13109	"DM762"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 09.44.01.327000000 PM	14-OCT-24 09.44.01.337000000 PM	0	27210	7	""	""
13110	"DM762"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 09.44.01.337000000 PM	14-OCT-24 09.44.01.347000000 PM	0	27210	7	""	""
13111	"DM762"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 09.44.01.347000000 PM	14-OCT-24 09.44.01.353000000 PM	0	27210	7	""	""
13112	"DM762"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	14-OCT-24 09.44.01.353000000 PM	14-OCT-24 09.44.01.360000000 PM	0	27210	7	""	""
13113	"TM857"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	28-OCT-24 06.07.17.657000000 PM	28-OCT-24 06.07.17.673000000 PM	0	27210	8	""	""
13114	"TM857"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	28-OCT-24 06.07.17.673000000 PM	28-OCT-24 06.07.17.690000000 PM	0	27210	8	""	""
13115	"TM857"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	28-OCT-24 06.07.17.690000000 PM	28-OCT-24 06.07.17.703000000 PM	0	27210	8	""	""
13116	"TM857"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	28-OCT-24 06.07.17.703000000 PM	28-OCT-24 06.07.17.703000000 PM	0	27210	8	""	""
13117	"TM857"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	28-OCT-24 06.07.17.703000000 PM	28-OCT-24 06.07.17.703000000 PM	0	27210	8	""	""
13329	"TF743"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	10-DEC-24 05.02.14.647000000 PM	10-DEC-24 05.02.18.007000000 PM	4	27212	5	""	""
13330	"TF743"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	10-DEC-24 05.02.18.007000000 PM	10-DEC-24 05.02.24.990000000 PM	6	27212	5	""	""
13331	"TF743"	"UPDATE PANNO"	"COMPLETE"	10-DEC-24 05.02.24.990000000 PM	10-DEC-24 05.02.25.147000000 PM	1	27212	5	""	""
13332	"TF743"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	10-DEC-24 05.02.25.147000000 PM	10-DEC-24 05.02.25.303000000 PM	0	27212	5	""	""
13333	"TF743"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	10-DEC-24 05.02.25.303000000 PM	10-DEC-24 05.02.25.520000000 PM	0	27212	5	""	""
13334	"TF743"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.02.25.520000000 PM	10-DEC-24 05.02.29.990000000 PM	4	27212	5	""	""
13335	"TF743"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	10-DEC-24 05.02.29.990000000 PM	10-DEC-24 05.02.34.317000000 PM	5	27212	5	""	""
13336	"TF743"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	10-DEC-24 05.02.34.317000000 PM	10-DEC-24 05.02.35.287000000 PM	1	27212	5	""	""
13337	"TF743"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.02.35.287000000 PM	10-DEC-24 05.02.35.317000000 PM	0	27212	5	""	""
13338	"TF743"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	10-DEC-24 05.02.35.317000000 PM	10-DEC-24 05.02.46.397000000 PM	11	27212	5	""	""
13339	"TF743"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	10-DEC-24 05.02.46.397000000 PM	10-DEC-24 05.02.51.833000000 PM	5	27212	5	""	""
13340	"TF743"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	10-DEC-24 05.02.52.130000000 PM	10-DEC-24 05.02.54.757000000 PM	2	27212	5	""	""
13341	"TF743"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	10-DEC-24 05.02.54.757000000 PM	10-DEC-24 05.02.57.083000000 PM	3	27212	5	""	""
13342	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	10-DEC-24 05.02.57.083000000 PM	10-DEC-24 05.02.57.083000000 PM	0	27212	5	""	""
13343	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	10-DEC-24 05.02.57.083000000 PM	10-DEC-24 05.02.57.083000000 PM	0	27212	5	""	""
13344	"TF743"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	10-DEC-24 05.02.57.083000000 PM	10-DEC-24 05.02.58.677000000 PM	1	27212	5	""	""
13345	"TF743"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	10-DEC-24 05.02.58.677000000 PM	10-DEC-24 05.02.59.630000000 PM	1	27212	5	""	""
13346	"TF743"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	10-DEC-24 05.02.59.630000000 PM	10-DEC-24 05.03.00.617000000 PM	1	27212	5	""	""
13347	"TF743"	"marking  always NPA account table level"	"COMPLETE"	10-DEC-24 05.03.00.617000000 PM	10-DEC-24 05.03.01.270000000 PM	1	27212	5	""	""
13348	"TF743"	"marking  always STD CUSTOMER  level"	"COMPLETE"	10-DEC-24 05.03.01.270000000 PM	10-DEC-24 05.03.01.583000000 PM	0	27212	5	""	""
13349	"TF743"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	10-DEC-24 05.03.01.583000000 PM	10-DEC-24 05.03.01.677000000 PM	0	27212	5	""	""
13350	"TF743"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	10-DEC-24 05.03.01.677000000 PM	10-DEC-24 05.03.01.820000000 PM	0	27212	5	""	""
13351	"TF743"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	10-DEC-24 05.03.01.820000000 PM	10-DEC-24 05.03.01.943000000 PM	0	27212	5	""	""
13352	"TF743"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	10-DEC-24 05.03.01.943000000 PM	10-DEC-24 05.03.07.083000000 PM	6	27212	5	""	""
13353	"TF743"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	10-DEC-24 05.03.07.083000000 PM	10-DEC-24 05.03.09.833000000 PM	2	27212	5	""	""
13354	"TF743"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	10-DEC-24 05.03.09.833000000 PM	10-DEC-24 05.03.10.693000000 PM	1	27212	5	""	""
13355	"TF743"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	10-DEC-24 05.03.10.693000000 PM	10-DEC-24 05.03.16.100000000 PM	6	27212	5	""	""
13356	"TF743"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	10-DEC-24 05.03.16.100000000 PM	10-DEC-24 05.03.16.443000000 PM	0	27212	5	""	""
13357	"TF743"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	10-DEC-24 05.03.16.443000000 PM	10-DEC-24 05.03.17.053000000 PM	1	27212	5	""	""
13358	"TF743"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	10-DEC-24 05.03.17.053000000 PM			27212	5	""	""
13359	"TF743"	"update FlgAbinitio MARK at account level"	"COMPLETE"	10-DEC-24 05.03.17.287000000 PM	10-DEC-24 05.03.17.333000000 PM	0	27212	5	""	""
13360	"TF743"	"update FlgFITL MARK at account level"	"COMPLETE"	10-DEC-24 05.03.17.333000000 PM	10-DEC-24 05.03.17.397000000 PM	0	27212	5	""	""
13361	"TF743"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	10-DEC-24 05.03.17.397000000 PM	10-DEC-24 05.03.17.723000000 PM	0	27212	5	""	""
13362	"TF743"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	10-DEC-24 05.03.17.723000000 PM	10-DEC-24 05.03.17.990000000 PM	0	27212	5	""	""
13363	"TF743"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	10-DEC-24 05.03.17.990000000 PM	10-DEC-24 05.03.18.270000000 PM	1	27212	5	""	""
13364	"TF743"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	10-DEC-24 05.03.18.270000000 PM	10-DEC-24 05.03.18.473000000 PM	0	27212	5	""	""
13365	"TF743"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	10-DEC-24 05.03.18.473000000 PM	10-DEC-24 05.03.18.647000000 PM	0	27212	5	""	""
13366	"TF743"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	10-DEC-24 05.03.18.647000000 PM	10-DEC-24 05.03.23.147000000 PM	5	27212	5	""	""
13367	"TF743"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.03.23.147000000 PM	10-DEC-24 05.03.24.303000000 PM	1	27212	5	""	""
13368	"TF743"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	10-DEC-24 05.03.24.303000000 PM	10-DEC-24 05.03.24.303000000 PM	0	27212	5	""	""
13369	"TF743"	"Stock statement date Data Preperation"	"COMPLETE"	10-DEC-24 05.03.24.303000000 PM	10-DEC-24 05.03.24.333000000 PM	0	27212	5	""	""
13370	"TF743"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.03.24.333000000 PM	10-DEC-24 05.03.24.570000000 PM	0	27212	5	""	""
13371	"TF743"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.03.24.570000000 PM	10-DEC-24 05.03.24.897000000 PM	0	27212	5	""	""
13372	"TF743"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.03.24.897000000 PM	10-DEC-24 05.03.25.210000000 PM	1	27212	5	""	""
13373	"TF743"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	10-DEC-24 05.03.25.210000000 PM	10-DEC-24 05.03.25.443000000 PM	0	27212	5	""	""
13374	"TF743"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	10-DEC-24 05.03.25.443000000 PM	10-DEC-24 05.03.25.443000000 PM	0	27212	5	""	""
13375	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-DEC-24 05.03.25.443000000 PM	10-DEC-24 05.03.25.490000000 PM	0	27212	5	""	""
13376	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	10-DEC-24 05.03.25.490000000 PM	10-DEC-24 05.03.25.663000000 PM	0	27212	5	""	""
